Price_NT,District,Ping,Rooms,type,Price_per_ping,sqm,Price_per_sqm
62000,大安區,37.0,2.0,電梯大樓,1675.6756756756756,122.322,506.85894606039795
69000,內湖區,70.39,4.0,電梯大樓,980.252876829095,232.70934,296.5072222713536
25000,北投區,26.56,1.0,電梯大樓,941.2650602409639,87.80736,284.71417430156197
32000,松山區,11.41,1.0,電梯大樓,2804.5574057843996,37.72146,848.3234742239563
25000,北投區,21.73,1.0,電梯大樓,1150.483202945237,71.83938,347.9985489852501
20000,文山區,16.87,1.0,電梯大樓,1185.5364552459987,55.772220000000004,358.60146861645455
33000,文山區,14.95,2.0,電梯大樓,2207.3578595317726,49.4247,667.6823531554061
55000,大安區,13.25,1.0,電梯大樓,4150.943396226415,43.8045,1255.5787647387826
55000,大安區,13.44,1.0,電梯大樓,4092.261904761905,44.43264,1237.8287673206003
28000,大安區,12.99,1.0,電梯大樓,2155.504234026174,42.94494,651.9976509456061
27500,大安區,15.15,1.0,電梯大樓,1815.1815181518152,50.0859,549.0567205540881
38000,大安區,16.01,1.0,電梯大樓,2373.516552154903,52.92906000000001,717.9420907909567
35000,大安區,12.6,1.0,電梯大樓,2777.777777777778,41.6556,840.223163272165
83000,北投區,57.17,3.0,電梯大樓,1451.8103900647193,189.00402,439.1440986281668
30000,北投區,24.1,2.0,電梯大樓,1244.8132780082988,79.67460000000001,376.53154204727724
65000,士林區,61.2,3.0,電梯大樓,1062.0915032679738,202.3272,321.2617977217102
85000,士林區,55.5,3.0,電梯大樓,1531.5315315315315,183.483,463.25817650681535
38000,士林區,40.0,3.0,電梯大樓,950.0,132.24,287.35632183908046
100000,士林區,64.0,4.0,電梯大樓,1562.5,211.584,472.62552934059283
70000,士林區,83.5,4.0,電梯大樓,838.3233532934132,276.051,253.57633190968338
42000,大同區,64.6,3.0,電梯大樓,650.15479876161,213.56759999999997,196.65904378754084
22000,松山區,14.31,1.0,電梯大樓,1537.3864430468204,47.30886,465.029172125475
158000,士林區,72.16,3.0,電梯大樓,2189.578713968958,238.56096,662.304511182383
190000,士林區,105.2,4.0,電梯大樓,1806.083650190114,347.7912,546.3047943708754
56000,士林區,47.33,4.0,電梯大樓,1183.1819142193112,156.47298,357.8892662490354
45000,士林區,40.0,3.0,電梯大樓,1125.0,132.24,340.2903811252268
100000,大安區,38.0,3.0,電梯大樓,2631.5789473684213,125.628,796.0008915209985
80000,士林區,55.4,3.0,電梯大樓,1444.043321299639,183.1524,436.7947130367934
80000,士林區,58.49,3.0,電梯大樓,1367.7551718242435,193.36794,413.71904773873064
190000,士林區,95.0,4.0,電梯大樓,2000.0,314.07,604.9606775559589
52000,士林區,44.57,3.0,電梯大樓,1166.704061027597,147.34842,352.90503963327194
75000,士林區,66.5,4.0,電梯大樓,1127.8195488721803,219.849,341.1432392232851
60000,士林區,53.0,1.0,電梯大樓,1132.0754716981132,175.218,342.43057220148614
170000,士林區,109.0,5.0,電梯大樓,1559.633027522936,360.354,471.7583265344634
80000,中山區,47.0,3.0,電梯大樓,1702.127659574468,155.382,514.8601511114543
70000,士林區,48.3,4.0,電梯大樓,1449.2753623188407,159.6798,438.3773025767818
60000,士林區,54.6,4.0,電梯大樓,1098.901098901099,180.5076,332.3959766790983
48000,士林區,43.0,2.0,電梯大樓,1116.2790697674418,142.15800000000002,337.6524711940235
210000,士林區,87.4,4.0,電梯大樓,2402.745995423341,288.94440000000003,726.7834226930855
36000,北投區,29.22,2.0,電梯大樓,1232.0328542094455,96.60132,372.66571512687403
50000,北投區,40.0,4.0,電梯大樓,1250.0,132.24,378.1004234724743
42000,信義區,39.0,3.0,電梯大樓,1076.923076923077,128.934,325.7480571455163
45000,士林區,37.87,2.0,電梯大樓,1188.2756799577503,125.19821999999999,359.43003023525415
65000,士林區,58.0,4.0,電梯大樓,1120.6896551724137,191.748,338.98658656152867
38000,內湖區,37.93,3.0,電梯大樓,1001.8455048774058,125.39658,303.03856771851355
37000,內湖區,44.17,3.0,電梯大樓,837.6726284808693,146.02602000000002,253.37950044793385
26000,北投區,17.36,1.0,電梯大樓,1497.6958525345622,57.39216,453.0235488610291
39000,士林區,30.61,3.0,電梯大樓,1274.0934335184581,101.19666,385.38821340546224
48000,北投區,45.28,2.0,電梯大樓,1060.070671378092,149.69568,320.6505358070453
11000,士林區,7.4,1.0,電梯大樓,1486.4864864864865,24.4644,449.63293602132075
50000,大安區,28.25,1.0,電梯大樓,1769.9115044247787,93.39450000000001,535.3634314654503
60000,大同區,42.06,3.0,電梯大樓,1426.5335235378031,139.05036,431.49834347785935
95000,信義區,16.3,1.0,電梯大樓,5828.2208588957055,53.887800000000006,1762.922219871659
68250,信義區,10.4,1.0,電梯大樓,6562.5,34.382400000000004,1985.0272232304899
48000,大安區,16.25,1.0,電梯大樓,2953.846153846154,53.722500000000004,893.4803853134161
7000,大安區,23.91,3.0,電梯大樓,292.7645336679214,79.04646,88.55551532605003
35000,大安區,26.07,2.0,電梯大樓,1342.5393172228614,86.18742,406.0917474963283
180000,北投區,92.41,5.0,電梯大樓,1947.8411427334704,305.50746,589.1836487397068
10000,北投區,10.09,1.0,電梯大樓,991.0802775024778,33.35754,299.78229809512334
18000,北投區,7.5,1.0,電梯大樓,2400.0,24.795,725.9528130671506
48000,北投區,29.53,1.0,電梯大樓,1625.4656281747375,97.62618,491.67139388225576
70000,北投區,82.64,3.0,電梯大樓,847.0474346563408,273.20784000000003,256.21519499586833
25000,北投區,19.26,1.0,電梯大樓,1298.0269989615783,63.67356000000001,392.62764638886216
28000,中山區,15.7,2.0,電梯大樓,1783.43949044586,51.904199999999996,539.4553812600908
27000,中山區,14.52,1.0,電梯大樓,1859.504132231405,48.00312,562.463439876408
53000,內湖區,37.62,2.0,電梯大樓,1408.8250930356194,124.37172,426.14189142033257
55000,北投區,51.2,4.0,電梯大樓,1074.21875,169.2672,324.9300514216576
68000,士林區,55.93,3.0,電梯大樓,1215.80547112462,184.90458,367.75725079389593
150000,中山區,62.6,4.0,電梯大樓,2396.1661341853032,206.9556,724.793144036692
49000,士林區,33.0,2.0,電梯大樓,1484.8484848484848,109.098,449.1374727309392
15000,大同區,9.64,1.0,電梯大樓,1556.0165975103735,31.869840000000003,470.66442755909657
39000,士林區,40.11,3.0,電梯大樓,972.3261032161556,132.60366,294.10952910349533
33000,松山區,17.91,1.0,電梯大樓,1842.5460636515913,59.210460000000005,557.3339575473657
27000,大安區,14.67,2.0,電梯大樓,1840.4907975460123,48.49902,556.7122799594713
45000,松山區,32.7,2.0,電梯大樓,1376.1467889908256,108.10620000000002,416.25734694217346
46000,南港區,15.07,1.0,電梯大樓,3052.42203052422,49.82142,923.2976498863339
38000,南港區,25.19,4.0,電梯大樓,1508.5351329892815,83.27814000000001,456.3022180850821
66000,信義區,31.14,2.0,電梯大樓,2119.460500963391,102.94884,641.0951303579525
20500,信義區,8.33,2.0,電梯大樓,2460.984393757503,27.538980000000002,744.3993931510897
28000,信義區,20.69,3.0,電梯大樓,1353.3107781536974,68.40114000000001,409.3499026478213
45000,北投區,35.97,3.0,電梯大樓,1251.0425354462052,118.91682,378.4157699474305
24000,大安區,6.92,1.0,電梯大樓,3468.208092485549,22.87752,1049.0647587675587
66000,中山區,27.37,1.0,電梯大樓,2411.3993423456336,90.48522,729.4008900017042
80000,中山區,62.13,1.0,電梯大樓,1287.6227265411235,205.40178,389.4805585423846
35000,北投區,42.61,3.0,電梯大樓,821.4034264257217,140.86866,248.45838669864537
70000,士林區,42.0,3.0,電梯大樓,1666.6666666666667,138.852,504.13389796329903
70000,北投區,57.0,3.0,電梯大樓,1228.0701754385964,188.442,371.4670827097993
55000,北投區,42.0,3.0,電梯大樓,1309.5238095238096,138.852,396.1052055425921
45000,士林區,33.87,2.0,電梯大樓,1328.6093888396813,111.97421999999999,401.878218039831
65000,大安區,50.71,3.0,電梯大樓,1281.7984618418457,167.64726000000002,387.7188329830144
24000,中山區,12.39,1.0,電梯大樓,1937.0460048426148,40.96134,585.9183317733258
198000,南港區,121.2,4.0,電梯大樓,1633.6633663366335,400.6872,494.15104849867924
57000,內湖區,52.71,3.0,電梯大樓,1081.3887307911211,174.25926,327.0988296403875
63000,北投區,24.68,3.0,電梯大樓,2552.674230145867,81.59208,772.1337659243397
55000,中山區,73.16,4.0,電梯大樓,751.7769272826681,241.86696,227.39773964992986
59000,中正區,18.11,1.0,電梯大樓,3257.8685808945334,59.87166,985.4411920431136
68000,士林區,44.0,3.0,電梯大樓,1545.4545454545455,145.464,467.46961447505913
120000,文山區,69.59,3.0,電梯大樓,1724.3856875987929,230.06454000000002,521.5927669687818
72000,內湖區,56.17,2.0,電梯大樓,1281.8230372084743,185.69802,387.7262665482378
98000,大同區,78.15,4.0,電梯大樓,1253.998720409469,258.3639,379.3099577766089
53500,南港區,41.22,2.0,電梯大樓,1297.9136341581757,136.27332,392.5933557647234
20000,中山區,9.61,1.0,電梯大樓,2081.165452653486,31.77066,629.5116311716533
39500,南港區,29.97,3.0,電梯大樓,1317.9846513179848,99.08082,398.6644438348411
41500,南港區,41.17,3.0,電梯大樓,1008.0155452999757,136.10802,304.9048836358063
56000,內湖區,40.39,3.0,電梯大樓,1386.4818024263432,133.52934,419.3834853074238
45000,北投區,24.5,3.0,電梯大樓,1836.734693877551,80.997,555.57613244935
43000,信義區,32.4,3.0,電梯大樓,1327.1604938271605,107.1144,401.43995578559
138000,內湖區,115.0,4.0,電梯大樓,1200.0,380.19,362.9764065335753
45000,信義區,25.87,2.0,電梯大樓,1739.4665635871665,85.52622000000001,526.1544354468137
65000,萬華區,62.43,4.0,電梯大樓,1041.1661060387635,206.39358000000001,314.9322764787548
60999,北投區,51.1,3.0,電梯大樓,1193.7181996086106,168.9366,361.0762854230522
90000,士林區,74.0,4.0,電梯大樓,1216.2162162162163,244.644,367.88149310835337
48000,北投區,25.8,2.0,電梯大樓,1860.4651162790697,85.29480000000001,562.7541186567058
95000,北投區,59.6,3.0,電梯大樓,1593.9597315436242,197.0376,482.1414795957726
70000,北投區,36.0,3.0,電梯大樓,1944.4444444444443,119.016,588.1562142905155
55000,士林區,70.0,3.0,電梯大樓,785.7142857142857,231.42000000000002,237.66312332555526
150000,士林區,94.0,5.0,電梯大樓,1595.7446808510638,310.764,482.6813916669884
48000,文山區,46.93,3.0,電梯大樓,1022.7999147666737,155.15058,309.376864720712
40000,中山區,25.62,2.0,電梯大樓,1561.28024980484,84.69972,472.2565788883364
30000,萬華區,15.5,1.0,電梯大樓,1935.483870967742,51.243,585.4458169896376
95000,大安區,71.97,5.0,電梯大樓,1319.9944421286648,237.93282,399.2723660401285
60000,大安區,35.7,1.0,電梯大樓,1680.672268907563,118.02420000000001,508.37031727391496
67000,信義區,34.92,2.0,電梯大樓,1918.6712485681558,115.44552,580.3603292704645
45000,文山區,28.64,1.0,電梯大樓,1571.2290502793296,94.68384,475.2658954262945
65000,中正區,35.38,3.0,電梯大樓,1837.1961560203504,116.96628000000001,555.7157156746371
48000,南港區,25.81,2.0,電梯大樓,1859.7442851607905,85.32786,562.5360814158471
44500,南港區,30.81,2.0,電梯大樓,1444.336254462837,101.85786,436.8833195592368
50000,南港區,50.93,3.0,電梯大樓,981.7396426467701,168.37458,296.95693969956744
40000,大同區,22.5,1.0,電梯大樓,1777.7777777777778,74.385,537.7428244941856
32000,大安區,8.06,1.0,電梯大樓,3970.2233250620343,26.64636,1200.914496389
23000,中山區,12.96,1.0,電梯大樓,1774.6913580246912,42.845760000000006,536.8092432016609
35000,大同區,18.21,1.0,電梯大樓,1922.0208676551345,60.20226,581.373523186671
